comment,hospital,star,rating,sentiment,cleaned_comment
Bác sĩ khoa sản TRẦN NGUYỆT HOÀNG thái độ với bệnh nhân và người thân bệnh nhân mong là cấp trên đọc đc bình luận xem xét xử lí tình trạng 🙂😌 …,Phòng khám Đa khoa Minh Đức,1 sao,"3,8",Tệ,bác sĩ khoa sản trần nguyệt hoàng thái độ với bệnh nhân và người thân bệnh nhân mong là cấp trên đọc được bình luận xem xét xử lý tình trạng 🙂😌 …
"Cận 2,5 độ ở 2 mắt
Mổ cận Femto
Bệnh viện nhiệt tình, nhiều quà tặbg các bạn chuẩn bị nhập học tự tin mổ👀, mổ …",Bệnh viện Mắt Sài Gòn Cần Thơ,5 sao,"4,6",Tốt,"cận 2,5 độ ở 2 mắt
phẫu thuật cận femto
bệnh viện nhiệt tình, nhiều quà tặbg các bạn chuẩn bị nhập học tự tin phẫu thuật👀, phẫu thuật …"
"Khuôn viên rộng rãi, sạch sẽ, thoáng mát
Đội ngũ y bác sĩ nhiệt tình
Ngày thứ 7 đông bệnh nhân nhưng thái độ rất nhiệt tình vui vẻ",Phòng Khám Đa Khoa Thanh Vũ Medic,5 sao,"4,2",Tốt,"khuôn viên rộng rãi, sạch sẽ, thoáng mát
đội ngũ y bác sĩ nhiệt tình
ngày thứ 7 đông bệnh nhân nhưng thái độ rất nhiệt tình vui vẻ"
Thăm bạn,Bệnh Viện Điều Dưỡng Và Phục Hồi Chức Năng Thừa Thiên Huế,5 sao,"4,1",Tốt,thăm bạn
"Các chị em gái thật sự cẩn thận khi đến khám tại bệnh viện này. Đặc biệt là bác sĩ Phạm Văn Lai (khám ngoại khoa - da). Buổi sáng hôm nay mình có tới để khám sức khỏe tổng thể. Sau khi lấy máu, mình có lên phòng 306 để gặp bác sĩ khám ngoại …",Bệnh viện Đa khoa Tràng An,1 sao,"2,7",Tệ,"các chị em gái thật sự cẩn thận khi đến khám tại bệnh viện này. đặc biệt là bác sĩ phạm văn lai (khám ngoại khoa - da liễu). buổi sáng hôm nay mình có tới để khám sức khỏe tổng thể. sau khi lấy máu, mình có lên phòng 306 để gặp bác sĩ khám ngoại …"
"Xin cảm ơn đến tập thể bs-cbcnv bv TW Huế nói chung và khoa Nội tiết hô hấp nói riêng, là 1 lựa chọn tuyệt vời ngang với các tuyến TW khác, trình độ như nhau - thái độ tuyệt vời hơn hẳn. …",Bệnh viện Trung Ương Huế,5 sao,"3,5",Tốt,"xin cảm ơn đến tập thể bác sĩ-cbcnv bệnh viện trung ương huế nói chung và khoa nội tiết hô hấp nói riêng, là 1 lựa chọn tuyệt vời ngang với các tuyến trung ương khác, trình độ như nhau - thái độ tuyệt vời hơn hẳn. …"
Nhân viên tiếp nhận hồ sơ có thái độ không tôn trọng bà bầu,Nhà Hộ Sinh Tp.Đà Lạt,1 sao,"2,8",Tệ,nhân viên tiếp nhận hồ sơ có thái độ không tôn trọng bà bầu
"Phòng khám rộng rãi, sạch sẽ là ấn tượng đầu tiên mình đến. Nhân viên và bác sĩ rất ok",Phòng Khám Đa Khoa Việt Hàn,5 sao,"3,8",Tốt,"phòng khám rộng rãi, sạch sẽ là ấn tượng đầu tiên mình đến. nhân viên và bác sĩ rất được"
"Rất tốt, bệnh viện đột quỵ tim mạch tốt nhất Việt Nam hiện nay. Đầy đủ trang thiết bị hàng đầu thế giới, nhân viên tận tâm, nhiệt tình",Bệnh viện Đa khoa Quốc Tế S.I.S Cần Thơ,5 sao,"4,4",Tốt,"rất tốt, bệnh viện đột quỵ tim mạch mạch tốt nhất việt nam hiện nay. đầy đủ trang thiết bị hàng đầu thế giới, nhân viên tận tâm, nhiệt tình"
"Được cải tạo sau khi Bệnh viện Tim Mạch dời đi, nên phòng ốc lối đi không đồng bộ, chật hẹp, bệnh nhân rất đông nên rất chật chội, nóng bức.
Vì ""hết đường chạy chữa"" nên bệnh nhân phải chịu vất vả, có lúc phải chung 3 …",Bệnh viện ung bướu Cần Thơ cơ sở 2,3 sao,"3,4",Trung tính,"được cải tạo sau khi bệnh viện tim mạch mạch dời đi, nên phòng ốc lối đi không đồng bộ, chật hẹp, bệnh nhân rất đông nên rất chật trội, nóng bức.
vì ""hết đường chạy chữa"" nên bệnh nhân phải chịu vất vả, có lúc phải chung 3 …"
Nhân viên làm giấy tờ  phòng 02 thiếu tôn trọng người lớn tuổi. Không phải người nhà mình nhưng mình chứng kiến thật sự rất bất bình. Bác sĩ khám bệnh của phòng 02 và phòng 08 rất nhiệt tình nhẹ nhàng và chu đáo.,Bệnh viện Đa khoa huyện Sơn Tịnh,3 sao,"2,9",Trung tính,nhân viên làm giấy tờ  phòng 02 thiếu tôn trọng người lớn tuổi. không phải người nhà mình nhưng mình chứng kiến thật sự rất bất bình. bác sĩ khám bệnh của phòng 02 và phòng 08 rất nhiệt tình nhẹ nhàng và chu đáo.
Chốn yên bình giữa lòng thành phố,Bệnh viện Chuyên khoa Lao và Bệnh Phổi Quảng Trị,5 sao,"4,0",Tốt,chốn yên bình giữa lòng thành phố
Bệnh Viện 1A với nhiều bác sĩ. Tốt về chấn thương chỉnh hình và cơ xương khớp đây là một trong những bệnh viện có kỹ thuật cao trong phục hồi chức năng và phẫu thuật chỉnh hình. …,Bệnh viện 1A - Chỉnh hình và Phục hồi chức năng,4 sao,"3,2",Tốt,bệnh viện 1a với nhiều bác sĩ. tốt về chấn thương chỉnh hình và cơ xương khớp đây là một truyền những bệnh viện có kỹ thuật cao huyết áp truyền phục hồi chức năng và phẫu thuật chỉnh hình. …
"Bệnh viện điều dưỡng nhiệt tình, bệnh viện có tiến bộ trong việc nâng cấp cơ sở hạ tầng để phục vụ khách hàng. Có thêm dịch vụ tiêm meso, nâng mũi êm lắm.",Bệnh viện Hoàn Mỹ Cửu Long,5 sao,"3,4",Tốt,"bệnh viện điều dưỡng nhiệt tình, bệnh viện có tiến bộ truyền việc nâng cấp cơ sở hạ tầng để phục vụ khách hàng. có thêm dịch vụ tiêm meso, nâng mũi tốt lắm."
Nội soi chẩn đoán và can thiệp ung thư sớm đường tiêu hóa đầu tiên tại Tây Nguyên,Phòng khám Nội soi tiêu hóa Bệnh viện Đại học Y Dược Buôn Ma Thuột (BUH),5 sao,"5,0",Tốt,nội soi chẩn đoán và can thiệp ung thư sớm đường tiêu hóa đầu tiên tại tây nguyên
"Đây là bệnh viện tệ nhất tôi từng khám bệnh, đã hiểu vì sao nó vắng đến vậy, nhân viên làm khó dễ đòi hỏi moi tiền, bắt bệnh nhân hối lộ. Tôi mong muốn các đơn vị báo chí và công an vào cuộc thanh lọc cái bệnh viện và nhân viên này",Viện Y học Phòng không - Không quân,1 sao,"3,7",Tệ,"đây là bệnh viện tệ nhất tôi từng khám bệnh, đã hiểu vì sao nó vắng đến vậy, nhân viên làm khó dễ đòi hỏi mới tiền, bắt bệnh nhân hối lộ. tôi mong muốn các đơn vị báo chí và công an vào cuộc thanh lọc cái bệnh viện và nhân viên này"
"Bác sĩ khám bệnh không có tâm. PHÒNG 18.
hôm nay đi khám bệnh nôn ối sốt nóng lạnh và đau họng ho. Bác sĩ chỉ hỏi sơ sơ không khám gì hết đưa thuốc về nhà uống mà ko có 1 viên thuốc cảm chỉ có trào …",Trung tâm y tế quận Cái Răng,1 sao,"3,1",Tệ,"bác sĩ khám bệnh không có tâm. phòng 18.
hôm nay đi khám bệnh nôn ối sốt nóng lạnh và đau họng ho. bác sĩ chỉ hỏi sơ sơ không khám gì hết đưa thuốc về nhà uống mà không có 1 viên thuốc cảm chỉ có trào …"
Bác sĩ nhiệt tình,Bệnh Viện Đa Khoa Hồng Đức,5 sao,"3,2",Tốt,bác sĩ nhiệt tình
"phòng khám ko đông nhưng chụp x quang xong mình phải đợi rất lâu mới được trả film, đấy là mình còn phải giục lễ tân",Phòng Khám Đa Khoa Hà Nôi - Thái Nguyên,2 sao,"3,8",Tệ,"phòng khám không đông nhưng chụp x quang xong mình phải đợi rất lâu mới được trả film, đấy là mình còn phải giục lễ tân"
"bênh viện Đông nhưng dc cái trật tự an toàn, nhân viên hướng dẫn tận tình. khá hài lòng",Bệnh Viện Đại Học Y Dược - Cơ Sở 2,5 sao,"3,6",Tốt,"bênh viện đông nhưng dc cái trật tự an toàn, nhân viên hướng dẫn tận tình. khá hài lòng"
"Nơi đây tất cả mọi ngừoi đều rất nhiệt tình với người bệnh, mọi thứ đều thực hiện rất kỹ càng từ bàn tiếp nhận ( hỏi rõ bệnh ) cho đến phòng khám, các phòng làm cận lâm sàng và nhà thuốc. Hy vọng Medic mãi phát triển để ngừoi dân trên địa bàn đỡ phải vất vả lên các tuyến trên❤️",Bệnh Viện MEDIC Cà Mau,5 sao,"4,7",Tốt,"nơi đây tất cả mọi ngừoi đều rất nhiệt tình với người bệnh, mọi thứ đều thực hiện rất kỹ càng từ bàn tiếp nhận ( hỏi rõ bệnh ) cho đến phòng khám, các phòng làm cận lâm sàng và nhà thuốc. hy vọng medic mãi phát triển để ngừoi dân trên địa bàn đỡ phải vất vả lên các tuyến trênyêu️"
"Bệnh viện xinh sắn quá, bác sĩ và các anh chị nhân viên đều dễ thương. Xoá cận mà như đi chơi vậy. Cảm ơn Mắt Sài Gòn Nha Trang",Bệnh Viện Mắt Sài Gòn Nha Trang,5 sao,"4,8",Tốt,"bệnh viện xinh sắn quá, bác sĩ và các anh chị nhân viên đều dễ thương. xoá cận mà như đi chơi vậy. cảm ơn mắt dùng gòn nha trang"
"Chất lượng dở tệ, ngồi đợi gần 2 tiếng mà chưa được khám. Ko biết sắp sếp kiểu gì người ngồi đợi trước thì khám sau người đến sau thì khám trước??",Phòng Khám Đa Khoa Sài Gòn Vũng Tàu,1 sao,"2,8",Tệ,"chất lượng dở tệ, ngồi đợi gần 2 tiếng mà chưa được khám. không biết sắp sếp kiểu gì người ngồi đợi trước thì khám sau người đến sau thì khám trước??"
"Mẹo: Luôn khám buổi chiều nếu không có gì khẩn cấp.
Bác sĩ tư vấn rất có tâm, dành thời gian cho mình chứ không qua loa chút nào. (Mình khám BS Bùi Quang Vinh, BS có) …",Trung tâm Medic Hòa Hảo,5 sao,"2,3",Tốt,"mẹo: luôn khám buổi chiều nếu không có gì khẩn cấp.
bác sĩ tư vấn rất có tâm, dành thời gian cho mình chứ không qua loa chút nào. (mình khám bác sĩ bùi quang vinh, bác sĩ có) …"
Tôi không nói j thêm nhưng bv giải quyết thâc mắc của khách hàng rất rất và rất tệ,Phòng khám đa khoa Minh Hải,1 sao,"3,5",Tệ,tôi không nói gì thêm nhưng bệnh viện giải quyết thâc mắc của khách hàng rất rất và rất tệ
"Bệnh viện quận mà làm ăn rất chán nha
Mẹ mình đau răng muốn đi khám nhổ răng đến thì bắt chạy qua chỗ khác xét nghiệm máu chụp x-quang thì oki mẹ mình vẫn làm xong đến nhổ cho mẹ mình nhưng nhổ …",Bệnh viện Quận 10,1 sao,"2,5",Tệ,"bệnh viện quận mà làm ăn rất chán nha
mẹ mình đau răng muốn đi khám nhổ răng đến thì bắt chạy qua chỗ khác xét nghiệm máu chụp x-quang thì được mẹ mình vẫn làm xong đến nhổ cho mẹ mình nhưng nhổ …"
Tuyệt vời,Bệnh viện Đa Khoa Sài Gòn Hà Tĩnh,5 sao,"4,5",Tốt,tuyệt vời
"mình gửi xe đúng chỗ khi đi về thì nhà xe chật kín không ra được, nhờ chú trông xe giúp lấy xe ra thì bị mắng và kêu mình tự dắt xe ra trong khi những chiếc xe đó rất to và nặng. mình không muốn làm hư xe người ta nên phải đứng đó một lúc …",Bệnh viện Đa khoa tỉnh Quảng Nam,1 sao,"2,8",Tệ,"mình gửi xe đúng chỗ khi đi về thì nhà xe chật kín không ra được, nhờ chú trông xe giúp lấy xe ra thì bị mắng và kêu mình tự dắt xe ra truyền khi những chiếc xe đó rất to và nặng. mình không muốn làm hư xe người ta nên phải đứng đó một lúc …"
Bệnh viện bác sĩ không quan tâm bệnh nhân khó chịu còn điều dưỡng thì khó ưa làm như là bà nội người ta...cho tiền thì dễ thương lắm,Bệnh viện Đa khoa tỉnh Cà Mau,1 sao,"2,8",Tệ,bệnh viện bác sĩ không quan tâm bệnh nhân khó chịu còn điều dưỡng thì khó ưa làm như là bà nội người ta...cho tiền thì dễ thương lắm
"Ngày 20/11 mình có lên viện để làm thủ tục bảo hiểm. Lấy xong, mình ra phía ngoài, xuống khu vực tầng 1, chỗ đài phun nước, minh thấy thoáng mát, nên mình có ngồi nghỉ ở đó. Bảo vệ ra nói, em mời chị ra ghế ngồi, không được ngồi trước sảnh. …",Bệnh viện Đa khoa Quốc tế Vinmec Times City,1 sao,"4,0",Tệ,"ngày 20/11 mình có lên viện để làm thủ tục bảo hiểm. lấy xong, mình ra phía ngoài, xuống khu vực tầng 1, chỗ đài phun nước, minh thấy thoáng mát, nên mình có ngồi nghỉ ở đó. bảo vệ ra nói, em mời chị ra ghế ngồi, không được ngồi trước sảnh. …"
"Thái độ phục vụ người dân của y bác sĩ, bảo vệ, điều dưỡng còn thiếu giáo dục. dù sao cũng thông cảm vì nó là vấn nạn của nền y tế cả nước vì sự quá tải làm họ thiếu kiềm chế nói năng cộc cằn thô lỗ",Bệnh viện Đa khoa Thành Phố Quy Nhơn,3 sao,"2,8",Trung tính,"thái độ phục vụ người dân của y bác sĩ, bảo vệ, điều dưỡng còn thiếu giáo dục. dù sao cũng thông cảm vì nó là vấn nạn của nền y tế cả nước vì sự quá tải làm họ thiếu kiềm chế nói năng cộc cằn thô lỗ"
"Cảm ơn đội ngũ y bác sỹ-điều đưỡng khoa cấp cứu bệnh viện quốc tế Huế. Đã tận tình chăm sóc bệnh nhân cấp cứu kịp thời cho ba tôi qua cơn nguy kịch.
Nơi đáng tin cây đặt niềm tin của người dân các tỉnh miền trung. Trong khám và …",Bệnh Viện Quốc Tế Huế,5 sao,"3,0",Tốt,"cảm ơn đội ngũ y bác sỹ-điều đưỡng khoa cấp cứu bệnh viện quốc tế huế. đã tận tình chăm sóc bệnh nhân cấp cứu kịp thời cho báo cáo tôi qua cơn nguy kịch.
nơi đáng tin cây đặt niềm tin của người dân các tỉnh miền trung. truyền khám và …"
"Bệnh Viện sạch sẽ nhân viên hỗ trợ nhiệt tình không hách dịch, không quá tải và đông như bệnh viện khác; giá khám dịch vụ lại rẻ nhưng chất lượng khám rất tốt; lần sau nếu có đi khám sức khoẻ tôi sẽ chọn Bệnh viện này. Cám ơn.",Bệnh Viện Lão Khoa Trung Ương,5 sao,"3,7",Tốt,"bệnh viện sạch sẽ nhân viên hỗ trợ nhiệt tình không hách dịch, không quá tải và đông như bệnh viện khác; giá khám dịch vụ lại rẻ nhưng chất lượng khám rất tốt; lần sau nếu có đi khám sức khỏe tôi sẽ chọn bệnh viện này. cám ơn."
"Bệnh viện chậm chạp, không thân thiện. Khám
Dịch vụ chất lượng cao 500.000 mà dịch vụ tệ quá tệ. Nội soi thì ngồi đợi cả cả ngày vẫn không tới lượt. Chịu luôn cái sự tồn tại này.",Bệnh viện Bình Dân,1 sao,"3,9",Tệ,"bệnh viện chậm chạp, không thân thiện. khám
dịch vụ chất lượng cao huyết áp 500.000 mà dịch vụ tệ quá tệ. nội soi thì ngồi đợi cả cả ngày vẫn không tới lượt. chịu luôn cái sự tồn tại này."
"Cơ sơ vật chất chưa tốt, trình độ chưa cao nhưng Nhiệt tinh, tận tụy với bệnh nhân. Hy vọng sẽ phát triển. Nên bỏ chữ "" BÁC SỸ ĐẠI HỌC Y""  trong cái biển "" KHU KHÁM CHỮA BỆNH THEO YÊU CẦU BÁC SỸ ĐẠI HỌC Y"" VÌ Bác sỹ thì phải tốt nghiệp Đại …",Viện Y học Phòng không - Không quân,4 sao,"3,7",Tốt,"cơ sơ vật chất chưa tốt, trình độ chưa cao huyết áp nhưng nhiệt tinh, tận tụy với bệnh nhân. hy vọng sẽ phát triển. nên bỏ chữ "" bác sỹ đại học y""  truyền cái biển "" khu khám chữa bệnh theo dõi yêu cầu bác sỹ đại học y"" vì bác sỹ thì phải tốt nghiệp đại …"
"Rất khó chịu với thái độ nv thu tiền ở đây, làm ăn nhầm nhưng đổ lỗi cho bệnh nhân, làm mất thêm tiền của bệnh nhân.",Bệnh viện Mắt Hải Phòng,1 sao,"4,1",Tệ,"rất khó chịu với thái độ nhân viên thu tiền ở đây, làm ăn nhầm nhưng đổ lỗi cho bệnh nhân, làm mất thêm tiền của bệnh nhân."
"Thái độ rất kém, nhân viên y tế trịch thượng, chất lượng vầy mà khám chữa bệnh cái gì!
Thực sự thất vọng",Bệnh viện Thân Dân,1 sao,"3,6",Tệ,"thái độ rất kém, nhân viên y tế trịch thượng, chất lượng vầy mà khám chữa bệnh cái gì!
thực sự thất vọng"
"Đội ngũ y tá thì bình thường, bác sỹ thì có tay tên là Giáp rất hách dịch, ai nữa thì không biết. Tay già ấy lúc vào khám cho mình (mình có thẻ bhyt tuyến tại bv) này bắt nhập viện bảo sáng hôm sau xét nghiệm giờ cứ mang giấy đè nghị xét …",Bệnh viện Đa khoa quận Ngô Quyền,1 sao,"3,2",Tệ,"đội ngũ y tá thì bình thường, bác sỹ thì có tay tên là giáp rất hách dịch, ai nữa thì không biết. tay già ấy lúc vào khám cho mình (mình có thẻ bảo hiểm y tế tuyến tại bệnh viện) này bắt nhập viện bảo sáng hôm sau xét nghiệm giờ cứ mang giấy đè nghị xét …"
"4 năm trc, mình theo bs An hồi bác còn ở viện công. Bác khám, theo dõi thai kỳ và mổ cho mình mẹ tròn con vuông. Chả biết sao thấy bác còn trẻ mà kỹ tính, tỉ mỉ, cẩn thận, chu đáo có cảm tình với bác luôn🥰 …",Bệnh viện Đa khoa Hà Thành,5 sao,"2,8",Tốt,"4 năm trc, mình theo dõi bác sĩ an hồi bác còn ở viện công. bác khám, theo dõi dõi thai kỳ và phẫu thuật cho mình mẹ tròn con vuông. chả biết sao thấy bác còn trẻ mà kỹ tính, tỉ mỉ, cẩn thận, chu đáo có cảm tình với bác luôn🥰 …"
"Khoa dược làm việc quá chậm.
khám bệnh xong cả tiếng đồng hồ, vẫn phải ngồi đợi nhận thuốc tại cái bàn mà chả biết ai trực; chả biết ai phát, chả biết đợi đến bao giờ
tội bệnh nhân dù ngồi xe lăn ngồi nằm vất vưởng đợi thuốc.",Bệnh viện Nhân dân Gia Định,1 sao,"3,3",Tệ,"khoa dược làm việc quá chậm.
khám bệnh xong cả tiếng đồng hồ, vẫn phải ngồi đợi nhận thuốc tại cái bàn mà chả biết ai trực; chả biết ai phát, chả biết đợi đến bao giờ
tội bệnh nhân dù ngồi xe lăn ngồi nằm vất vưởng đợi thuốc."
"Phòng khám mới, sạch sẽ. Chất lượng chuyên môn bác sĩ ổn, tư vấn nhiệt tình.",PKĐK Bình An - KCN,5 sao,"3,5",Tốt,"phòng khám mới, sạch sẽ. chất lượng chuyên môn bác sĩ ổn, tư vấn nhiệt tình."
Bệnh viện mắt Thái Nguyên là nơi tập hợp các bác sĩ đầu ngành chuyên khoa mắt,Bệnh viện Mắt Thái Nguyên,5 sao,"3,9",Tốt,bệnh viện mắt thái nguyên là nơi tập hợp các bác sĩ đầu ngành chuyên khoa mắt
Địa chỉ đáng tin cậy,Phòng khám Đa khoa Bác Toản,5 sao,"5,0",Tốt,địa chỉ đáng tin cậy
Là pk đa khoa có đội ngũ y bác sỹ giỏi tuyến tỉnh và tuyến trung ương về.khám bệnh có bảo hiểm y tế từ t2-cn,Phòng khám đa khoa Bắc Diễn Châu,4 sao,"4,8",Tốt,là phòng khám đa khoa có đội ngũ y bác sỹ giỏi tuyến tỉnh và tuyến trung ương về.khám bệnh có bảo hiểm y tế từ t2-chuyên ngành
"Mang tiếng là bv nhưng k khác j chợ búa , bác sỹ thì thái độ chọn bệnh nhân ( ưu tiên ng nhà ) , lộn xộn , lề mề , rất là khó chịu 🙃 lần đầu cũng là lần cuối bước chân vào , rất mất tgian 😌 …",Bệnh viện Nội Tiết Thanh Hóa,1 sao,"3,5",Tệ,"mang tiếng là bệnh viện nhưng không khác gì chợ búa , bác sỹ thì thái độ chọn bệnh nhân ( ưu tiên người nhà ) , lộn xộn , lề mề , rất là khó chịu 🙃 lần đầu cũng là lần cuối bước chân vào , rất mất tgian 😌 …"
"Trung tâm này khám chữa bệnh cho người có BHYT nhưng máy móc cửa quyền.
Các BN đã có thẻ điện tử trên ứng dụng VssID hoặc đã tích hợp vào CCCD nhưng khi chữa bệnh vẫn bị nhân viên ở đây đòi nộp thẻ giấy hoặc giữ lại CCCD thì mới …",Trung Tâm Cấp Cứu 115 Hà Nội,1 sao,"3,6",Tệ,"trung tâm này khám chữa bệnh cho người có bảo hiểm y tế nhưng máy móc cửa quyền.
các bệnh nhân đã có thẻ điện tử trên ứng dụng vssid hoặc đã tích hợp vào cccd nhưng khi chữa bệnh vẫn bị nhân viên ở đây đòi nộp thẻ giấy hoặc giữ lại cccd thì mới …"
"Tôi đã làm form feedback, nhưng thấy bệnh viện có phản hồi ở đây nên xin phép nêu lại complaint của mình: Sáng ngày 13/08/2024 tôi có đi khám tại bệnh viện vì bị sốt nhiều ngày chưa khỏi, được bác sĩ chỉ định xét nghiệm máu và test nhanh …",Bệnh viện 22-12,1 sao,"3,6",Tệ,"tôi đã làm form feedback, nhưng thấy bệnh viện có phản hồi ở đây nên xin phép nêu lại complaint của mình: sáng ngày 13/08/2024 tôi có đi khám tại bệnh viện vì bị sốt nhiều ngày chưa khỏi, được bác sĩ chỉ định xét nghiệm máu và kiểm tra nhanh …"
"Rất tốt, chuẩn đoán bệnh lý nhanh, điều kiện phòng khám ổn áp, nói chung tốt nhé",Phòng Khám Đa Khoa Thanh Hóa,5 sao,"4,6",Tốt,"rất tốt, chuẩn đoán bệnh lý nhanh, điều kiện phòng khám ổn áp, nói chung tốt nhé"
Bác bác sĩ nhiệt tình chu đáo,Bệnh viện Mắt Hải Phòng,5 sao,"4,1",Tốt,bác bác sĩ nhiệt tình chu đáo
"Bệnh viện rất lớn. Tuy nhiên, khi bệnh nhân muốn thay đồ, chăn ga. Nội quy ghi 8h 30 hàng ngày, nhưng có hôm thì trước 7h có hôm 9h,… ?? Thực sự chấm hỏi. Bố em nằm trong viện, đau k đi được. Người nhà đã ra canh rất nhiều lần- cụ thể là em …",Bệnh viện Hữu nghị Đa khoa Nghệ An,1 sao,"3,6",Tệ,"bệnh viện rất lớn. tuyến nhiên, khi bệnh nhân muốn thay đồ, chăn ga. nội quy ghi 8h 30 hàng ngày, nhưng có hôm thì trước 7h có hôm 9h,… ?? thực sự chấm hỏi. bố em nằm truyền viện, đau không đi được. người nhà đã ra canh rất nhiều lần- cụ thể là em …"
"Không hài lòng
Công nhân khám bệnh xin giấy ốm nên đến bệnh viên hay phòng khám khác",PKĐK Bình An - KCN,1 sao,"3,5",Tệ,"không hài lòng
công nhân khám bệnh xin giấy ốm nên đến bệnh viên hay phòng khám khác"
Bệnh viện làm việc cẩu thả ko có chuyên môn bó cái chân mà cũng không làm được yêu cầu xem lại trình độ chuyên môn trước.,Bệnh Viện Phúc Hưng,1 sao,"3,1",Tệ,bệnh viện làm việc cẩu thả không có chuyên môn bó cái chân mà cũng không làm được yêu cầu xem lại trình độ chuyên môn trước.
"Bệnh viện sạch sẽ, bệnh nhân không quá đông.
Em trai mình bị sốt xuất huyết và nằm trong phòng bệnh cảm thấy rất thoải mái và được y tá bác sĩ theo dõi thường xuyên.
Đặc biệt là do nằm viện mùng 1 Tết nên được lì xì 500k 😙. …",Bệnh viện Đa khoa Tâm Trí Quảng Nam,5 sao,"4,4",Tốt,"bệnh viện sạch sẽ, bệnh nhân không quá đông.
em trai mình bị sốt xuất huyết và nằm truyền phòng bệnh cảm thấy rất thoải mái và được y tá bác sĩ theo dõi dõi thường xuyên.
đặc biệt là đo nằm viện mùng 1 tết nên được lì xì 500k 😙. …"
"Phía trước hết chỗ đậu,xoay sở mãi ra sân sau gặp đúng ông bảo vệ quát to,hết chỗ rồi đi ra ngoài đường mà tìm chỗ đậu,mà rõ ràng còn chỗ,tuy là người già nhưng cư sử vậy với khách hàng thì thật thô lỗ",Bệnh viện Đa khoa Vĩnh Đức,1 sao,"4,3",Tệ,"phía trước hết chỗ đậu,xoay sở mãi ra sân sau gặp đúng ông bảo vệ quát to,hết chỗ rồi đi ra ngoài đường mà tìm chỗ đậu,mà rõ ràng còn chỗ,tuyến là người già nhưng cư xử vậy với khách hàng thì thật thô lỗ"
"Trong quá trình nằm điều trị tại khoa phẫu thuật tôi thấy y bác sĩ rất nhiệt tình, nhẹ nhàng với bệnh nhân, thăm hỏi đầy đủ chu đáo, điều dưỡng thay băng nhiệt tình, rất tốt",Bệnh viện Da Liễu Trung Ương,5 sao,"4,2",Tốt,"truyền quá trình nằm điều trị tại khoa phẫu thuật tôi thấy y bác sĩ rất nhiệt tình, nhẹ nhàng với bệnh nhân, thăm hỏi đầy đủ chu đáo, điều dưỡng thay bằng nhiệt tình, rất tốt"
"gửi xe  2h sáng đến 2h30"" thu 20k tiền xe   mẹ đắt con hơn ngoài hn đề nghj dám đốc bệnh viện xe lại nhân viên bảo vệ công ty 27/7/2024",Bệnh Viện Ung Bướu Tỉnh Thanh Hoá,1 sao,"3,2",Tệ,"gửi xe  2h sáng đến 2h30"" thu 20k tiền xe   mẹ đắt con hơn ngoài hà nội đề nghj dám đốc bệnh viện xe lại nhân viên bảo vệ công ty 27/7/2024"
"Trải nghiệm khám bệnh bluetooth tại bvdk tỉnh
Khoảng hơn 6h sáng 18/11/23
Vợ bầu đau bụng đưa xuống đây điều dưỡng từ bên phòng hành chính bên nhân bên …",Bệnh viện Đa khoa tỉnh Cao Bằng,1 sao,"3,1",Tệ,"trải nghiệm khám bệnh bluetooth tại bvdk tỉnh
khoảng hơn 6h sáng 18/11/23
vợ bầu đau bụng đưa xuống đây điều dưỡng từ bên phòng hành chính bên nhân bên …"
"Bệnh viện Tâm Anh Sài Gòn có cơ sở vật chất hiện đại, sạch sẽ, và đội ngũ y bác sĩ rất tận tâm, chuyên nghiệp. Quy trình khám bệnh diễn ra nhanh chóng, nhân viên hỗ trợ nhiệt tình, giúp bệnh nhân cảm thấy yên tâm khi điều trị tại đây. Tuy …",Bệnh viện Đa khoa Tâm Anh,4 sao,"3,2",Tốt,"bệnh viện tâm anh dùng gòn có cơ sở vật chất hiện đại, sạch sẽ, và đội ngũ y bác sĩ rất tận tâm, chuyên nghiệp. quy trình khám bệnh diễn ra nhanh chóng, nhân viên hỗ trợ nhiệt tình, giúp bệnh nhân cảm thấy yên tâm khi điều trị tại đây. tuyến …"
"Hiện đại mà hại điện , tiếp tân khó chịu , không hướng dẫn hay hộ trợ cụ thể , ở đó mà cái mõ cứ bảo làm đúng quy trình , ở đó mã quét mà điền thông tin qr 4.0 như 0.0 , hiến biết bao nhiu lần rồi , lần này cạch lun éo hiến nữa , còn thua bên Tân Phước cũ mà nhanh ngọn tiện lợi ,",Bệnh viện Truyền máu - Huyết học Tp. Hồ Chí Minh,2 sao,"4,1",Tệ,"hiện đại mà hại điện , tiếp tân khó chịu , không hướng dẫn hay hộ trợ cụ thể , ở đó mà cái mõ cứ bảo làm đúng quy trình , ở đó mã quét mà điền thông tin qrồi4.0 như 0.0 , hiến biết bao nhiều lần rồi , lần này cạch luôn éo hiến nữa , còn thua bên tân phước cũ mà nhanh ngọn tiện lợi ,"
bệnh viện dành cho những người bất hạnh rất tốt,Bệnh viện Điều Dưỡng Hà Tĩnh,5 sao,"4,4",Tốt,bệnh viện dành cho những người bất hạnh rất tốt
