comment,hospital,star,rating,sentiment,cleaned_comment
"Kiểu mn trong bệnh viện rất nhiệt tình hỗ trợ bệnh nhân đến khám ý. Mình rất ấn tượng luonn, bạn nào mà đến khám lần đầu như mình cũng k lo đâu ý vì anh chị ở đây rất nhiệt tình hỗ trợ cho mình. Cơ sở vật chất cũng hiện đại. Đặc biệt bác sĩ Nhung phòng tiểu phẫu vô cùng cute nha🥰 …",Bệnh Viện Mắt Hà Nội 2,5 sao,"4,8",Tốt,"kiểu mọi người truyền bệnh viện rất nhiệt tình hỗ trợ bệnh nhân đến khám ý. mình rất ấn tượng luonn, bạn nào mà đến khám lần đầu như mình cũng không lo đâu ý vì anh chị ở đây rất nhiệt tình hỗ trợ cho mình. cơ sở vật chất cũng hiện đại. đặc biệt bác sĩ nhưng phòng tiểu phẫu vô cùng cute nha🥰 …"
"Bệnh viện sạch sẽ , tư vấn rất kĩ và nhiệt tình , khám và mổ trong vòng gần 1 ngày , mổ xong mình không có cảm giác đau gì , chỉ hơi cộm mắt .Un mông  cho các bạn còn phân Vân , suy nghĩ nhé . Bệnh viện còn hỗ trợ chỗ ở cho người bệnh ở xa nữa , rất hài lòng.",Bệnh Viện Mắt Hà Nội 2,5 sao,"4,8",Tốt,"bệnh viện sạch sẽ , tư vấn rất kĩ và nhiệt tình , khám và phẫu thuật truyền vòng gần 1 ngày , phẫu thuật xong mình không có cảm giác đau gì , chỉ hơi cộm mắt .un mông  cho các bạn còn phân vân , suy nghĩ nhé . bệnh viện còn hỗ trợ chỗ ở cho người bệnh ở xa nữa , rất hài lòng."
"Bệnh viện sạch sẽ, phục vụ tốt, mọi người đều nhiệt tình.",Bệnh Viện Mắt Hà Nội 2,5 sao,"4,8",Tốt,"bệnh viện sạch sẽ, phục vụ tốt, mọi người đều nhiệt tình."
"Mình đã quyết định chọn bệnh viện mắt Hà Nội 2 để thăm khám và tiến hành phẫu thuật mắt. Tại đây, bác sĩ và nhân viên y tế đã hướng dẫn mình rất tận tình và chi tiết, giúp mình yên tâm hơn và không còn lo lắng nhiều. Ngoài ra, cơ sở vật …",Bệnh Viện Mắt Hà Nội 2,5 sao,"4,8",Tốt,"mình đã quyết định chọn bệnh viện mắt hà nội 2 để thăm khám và tiến hành phẫu thuật mắt. tại đây, bác sĩ và nhân viên y tế đã hướng dẫn mình rất tận tình và chi tiết, giúp mình yên tâm hơn và không còn lo lắng nhiều. ngoài ra, cơ sở vật …"
"Phòng khám sạch sẽ, thiết bị tiên tiến, cán bộ nhân viên rất nhẹ nhàng và nhiệt tình. Tới viện mà như ở nhà vậy.
Chúc bệnh viện ngày càng phát triển, ngân hàng mắt sẽ giúp cứu chữa nhiều người và cống hiến cho y học nước nhà.",Bệnh Viện Mắt Hà Nội 2,5 sao,"4,8",Tốt,"phòng khám sạch sẽ, thiết bị tiên tiến, cán bộ nhân viên rất nhẹ nhàng và nhiệt tình. tới viện mà như ở nhà vậy.
chúc bệnh viện ngày càng phát triển, ngân hàng mắt sẽ giúp cứu chữa nhiều người và cống hiến cho y học nước nhà."
"Bệnh viện đón tiếp, dịch vụ tốt.
Phòng khám sạch sẽ
Các bsi và nhân viên phục vụ chu đáo ,tư vấn hướng dẫn tận tình.",Bệnh Viện Mắt Hà Nội 2,5 sao,"4,8",Tốt,"bệnh viện đón tiếp, dịch vụ tốt.
phòng khám sạch sẽ
các bsi và nhân viên phục vụ chu đáo ,tư vấn hướng dẫn tận tình."
"Bệnh viện sạch sẽ, bác sĩ khám kiểm tra trước phẫu thuật rất kĩ, tư vấn nhiệt tình, phòng nghỉ của bệnh nhân sạch, yên tĩnh",Bệnh Viện Mắt Hà Nội 2,5 sao,"4,8",Tốt,"bệnh viện sạch sẽ, bác sĩ khám kiểm tra trước phẫu thuật rất kĩ, tư vấn nhiệt tình, phòng nghỉ của bệnh nhân sạch, yên tĩnh"
"Bệnh viện sạch sẽ phòng đầy đủ tiện ích, các bsi và nhân viên phục vụ chu đáo tư vấn hướng dẫn tận tình trước và sau khi phẫu thuật xong.",Bệnh Viện Mắt Hà Nội 2,5 sao,"4,8",Tốt,"bệnh viện sạch sẽ phòng đầy đủ tiện ích, các bsi và nhân viên phục vụ chu đáo tư vấn hướng dẫn tận tình trước và sau khi phẫu thuật xong."
"Mình đã quyết định chọn bệnh viện mắt Hà Nội 2 để thăm khám và tiến hành phẫu thuật mắt. Tại đây, bác sĩ và nhân viên y tế đã hướng dẫn mình rất tận tình và chi tiết, giúp mình yên tâm hơn và không còn lo lắng nhiều. Ngoài ra, cơ sở vật …",Bệnh Viện Mắt Hà Nội 2,5 sao,"4,8",Tốt,"mình đã quyết định chọn bệnh viện mắt hà nội 2 để thăm khám và tiến hành phẫu thuật mắt. tại đây, bác sĩ và nhân viên y tế đã hướng dẫn mình rất tận tình và chi tiết, giúp mình yên tâm hơn và không còn lo lắng nhiều. ngoài ra, cơ sở vật …"
"Đọc review ở đây thì 1 là 1 sao 2 là 5 sao ko biết có thật hay seeding nhưng nay lần đầu cho người nhà vào viện cấp cứu (mức trung bình ko nguy hiểm tính mạng), 100% dịch vụ ko bảo hiểm y tế thấy cơ sở vật chất khá tệ (rác, bẩn, ko đc hiện …",Bệnh viện E,2 sao,"2,8",Tệ,"đọc đánh giá ở đây thì 1 là 1 sao 2 là 5 sao không biết có thật hay seeding nhưng nay lần đầu cho người nhà vào viện cấp cứu (mức trung bình không nguy hiểm tính mạng), 100% dịch vụ không bảo hiểm y tế thấy cơ sở vật chất khá tệ (rác, bẩn, không được hiện …"
"Đi đẻ an tâm, dễ chịu và chi phí hợp lý tại Bệnh viện E!
1. Các bác sĩ chuyên môn tốt:
- Trong quá trình khám thai định kỳ, mình được một số bác sĩ khám như bác sĩ …",Bệnh viện E,5 sao,"2,8",Tốt,"đi đẻ an tâm, dễ chịu và chi phí hợp lý tại bệnh viện em!
1. các bác sĩ chuyên môn tốt:
- truyền quá trình khám thai định kỳ, mình được một số bác sĩ khám như bác sĩ …"
"Mới đi khám khoa yêu cầu quốc tế hôm trước thấy nhân viên thân thiện, nhiệt tình, bác sĩ nhẹ nhàng, khám rất cẩn thận, bệnh viện sạch sẽ. Mình đi khám khoảng 3 tiếng là đã xong hết rồi. Nói chung mình rất hài lòng. 💕💕💕 …",Bệnh viện E,5 sao,"2,8",Tốt,"mới đi khám khoa yêu cầu quốc tế hôm trước thấy nhân viên thân thiện, nhiệt tình, bác sĩ nhẹ nhàng, khám rất cẩn thận, bệnh viện sạch sẽ. mình đi khám khoảng 3 tiếng là đã xong hết rồi. nói chung mình rất hài lòng. 💕💕💕 …"
"Mấy tuần nay bố mình có bị sốt và phải nhập viện để tiếp nước. Bố mẹ mình chọn bệnh viên Hữu Nghị Việt Xô là bởi vì :
- Bác sĩ ở đây rất tận tâm …",Bệnh viện Hữu Nghị Việt Xô,4 sao,"3,9",Tốt,"mấy tuần nay bố mình có bị sốt và phải nhập viện để tiếp nước. bố mẹ mình chọn bệnh viên hữu nghị việt xô là bởi vì :
- bác sĩ ở đây rất tận tâm …"
"Nhiều người đánh giá thấp về bệnh viện này, có thể họ có trải nghiệm riêng của họ, còn trải nghiệm của mình sau hơn 1 tháng chăm sóc người nhà nằm viện tại khoa Ngoại tổng hợp ở nhà 10 và các lần khám ngoại trú tại nhà 7 là rất tốt. …",Bệnh viện Hữu Nghị Việt Xô,5 sao,"3,9",Tốt,"nhiều người đánh giá thấp về bệnh viện này, có thể họ có trải nghiệm riêng của họ, còn trải nghiệm của mình sau hơn 1 tháng chăm sóc người nhà nằm viện tại khoa ngoại tổng hợp ở nhà 10 và các lần khám ngoại trú tại nhà 7 là rất tốt. …"
"Bệnh viện làm ăn quá chậm, bị cảm test máu 1 tiếng không ra kết quả. Không nên đi khám bệnh viện này",Bệnh viện Hữu Nghị Việt Xô,1 sao,"3,9",Tệ,"bệnh viện làm ăn quá chậm, bị cảm kiểm tra máu 1 tiếng không ra kết quả. không nên đi khám bệnh viện này"
"Mình khám ở cổng số 2, P19 bs Mai Thanh Tú. Bs khám nc rất nhẹ nhàng, làm việc rất cẩn thận, lúc bs hỏi mình lấy đờm có đặc k, mình k biết trả lời sao nên nói là có nhờ bs phòng trên cho hít  máy gì đó lấy đờm giúp nhưng chỉ khoảng 10s mình …",Bệnh viện Phổi Trung ương,4 sao,"3,7",Tốt,"mình khám ở cổng số 2, p19 bác sĩ mai thanh tú. bác sĩ khám nói chuyện rất nhẹ nhàng, làm việc rất cẩn thận, lúc bác sĩ hỏi mình lấy đờm có đặc không, mình không biết trả lời sao nên nói là có nhờ bác sĩ phòng trên cho xử dụng  máy gì đó lấy đờm giúp nhưng chỉ khoảng 10s mình …"
"Khám bệnh theo yêu cầu ở đây dịch vụ khá tốt, có người hướng dẫn chỉ dẫn chu đáo. Bác bảo vệ cũng nhiệt tình ạ. Khám ở Khoa Khám Bệnh có bác sĩ Tuyết Trinh- trưởng khoa, rất nhẹ nhàng, sẵn sàng trả lời các câu hỏi của bệnh nhân. Mặc dù khám …",Bệnh viện Phổi Trung ương,5 sao,"3,7",Tốt,"khám bệnh theo dõi yêu cầu ở đây dịch vụ khá tốt, có người hướng dẫn chỉ dẫn chu đáo. bác bảo vệ cũng nhiệt tình ạ. khám ở khoa khám bệnh có bác sĩ tuyết trinh- trưởng khoa, rất nhẹ nhàng, sẵn sàng trả lời các câu hỏi của bệnh nhân. mặc dù khám …"
"Bệnh Viện Phổi trung ương, về trang thiết bị và kinh nghiệm làm việc của bác sĩ thì ko đánh giá được. …",Bệnh viện Phổi Trung ương,1 sao,"3,7",Tệ,"bệnh viện phổi trung ương, về trang thiết bị và kinh nghiệm làm việc của bác sĩ thì không đánh giá được. …"
"Bệnh viện lúc nào cũng đông, cần đến sớm xếp số, làm thủ tục thanh toán.
Cơ sở vật chất khu khám bệnh cũ.
Không có chỗ để oto, xe máy gửi vỉa hè mặt Hoàng Hoa Thám.
Có app và hiện hs + kết quả khám chữa bệnh trên app, khá tiện.",Bệnh viện Phổi Trung ương,5 sao,"3,7",Tốt,"bệnh viện lúc nào cũng đông, cần đến sớm xếp số, làm thủ tục thanh toán.
cơ sở vật chất khu khám bệnh cũ.
không có chỗ để oto, xe máy gửi vỉa hè mặt hoàng hoa thám.
có ứng dụng và hiện học sinh + kết quả khám chữa bệnh trên ứng dụng, khá tiện."
"Mình bị ho kéo dài, đã bảo là mình có tiền xử xoang rồi nhưng cụ trưởng khoa phổi cứ điều trị đâu đâu mãi không khỏi, vừa khám vừa lấy thuốc 1 thabgs trời hết 15tr không khỏi. Đến kho qua bệnh viện tai mũi họng mới khỏi được
Cụ khám thì quan liêu không chịu nghe bệnh nhân kể bệnh. Chán bác siz vũ đỗ quá",Bệnh viện Phổi Trung ương,1 sao,"3,7",Tệ,"mình bị ho kéo dài, đã bảo là mình có tiền xử xoang rồi nhưng cụ trưởng khoa phổi cứ điều trị đâu đâu mãi không khỏi, vừa khám vừa lấy thuốc 1 thabgs trời hết 15trồikhông khỏi. đến kho qua bệnh viện tai mũi họng mới khỏi được
cụ khám thì quan liêu không chịu nghe bệnh nhân kể bệnh. chán bác siz vũ đỗ quá"
"1. Tái khám mấy lần ở đây mới để ý lần nào cũng đc làm mấy cái xét nghiệm máu vô bổ như nhóm máu, protein trong máu, đông máu ??? tốn thêm 500k
2. Mình có làm thủ thuật sinh thiết, có gửi chút phong bì cho ekip, nhưng lúc …",Bệnh viện Phổi Trung ương,1 sao,"3,7",Tệ,"1. tái khám mấy lần ở đây mới để ý lần nào cũng được làm mấy cái xét nghiệm máu vô bổ như nhóm máu, protein truyền máu, đông máu ??? tốn thêm 500k
2. mình có làm thủ thuật sinh thiết, có gửi chút phong bì cho ekip, nhưng lúc …"
"Bệnh viện khá ít người. Liên kết với cái app isof care gì ấy. Vào app đó là cập nhật luôn cả kết quả, đơn thuốc, kết luận lúc khám xong. Trên các website thì kêu là cổng bệnh nhân là cổng hoàng hoa thám, cổng cho cán bộ cnv là cổng quan …",Bệnh viện Phổi Trung ương,4 sao,"3,7",Tốt,"bệnh viện khá ít người. liên kết với cái ứng dụng isof care gì ấy. vào ứng dụng đó là cập nhật luôn cả kết quả, đơn thuốc, kết luận lúc khám xong. trên các website thì kêu là cổng bệnh nhân là cổng hoàng hoa thám, cổng cho cán bộ cnv là cổng quan …"
"Điều dưỡng khoa hô hấp ngoại trú tầng 3- toà S12 thái độ k thân thiện với bệnh nhân, mặt khó đăm đăm, suốt ngày quát tháo",Bệnh viện Phổi Trung ương,2 sao,"3,7",Tệ,"điều dưỡng khoa hô hấp ngoại trú tầng 3- toà s12 thái độ không thân thiện với bệnh nhân, mặt khó đăm đăm, suốt ngày quát tháo"
"Bệnh viện này được biết đến là một trong những cơ sở y tế hàng đầu chuyên về các vấn đề liên quan đến bệnh phổi.
Đội ngũ y bác sĩ, chuyên gia tại đây thường được đào tạo chuyên sâu và có kinh …",Bệnh viện Phổi Trung ương,5 sao,"3,7",Tốt,"bệnh viện này được biết đến là một truyền những cơ sở y tế hàng đầu chuyên về các vấn đề liên quan đến bệnh phổi.
đội ngũ y bác sĩ, chuyên gia tại đây thường được đào tạo chuyên sâu và có kinh …"
"Quá tệ cho Khoa khám bệnh viện lao phổi TW. Mình đưa người nhà ở S8- Khoa kham bệnh  thấy những vấn đề sau tệ vô cùng tệ
1. Không có sự kết nối và tập trung đồng bộ, khám S8 nhưng làm thủ tuc lại sang …",Bệnh viện Phổi Trung ương,1 sao,"3,7",Tệ,"quá tệ cho khoa khám bệnh viện lao phổi trung ương. mình đưa người nhà ở s8- khoa kham bệnh  thấy những vấn đề sau tệ vô cùng tệ
1. không có sự kết nối và tập trung đồng bộ, khám s8 nhưng làm thủ tuc lại sang …"
"Đây là lần đầu tiên mình được đối xử tử tế ở bệnh viện ở Việt Nam. Các anh chị y tá, điều dưỡng và cả bác sĩ Việt Dung làm phẫu thuật cho mình đều nói chuyện rất nhẹ nhàng, quan tâm, chỉ dẫn nhiệt tình. Và cả chăm sóc sau phẫu thuật rất là …",Bệnh viện Đa khoa Hòe Nhai 2,5 sao,"4,2",Tốt,"đây là lần đầu tiên mình được đối xử tử tế ở bệnh viện ở việt nam. các anh chị y tá, điều dưỡng và cả bác sĩ việt dùng làm phẫu thuật cho mình đều nói chuyện rất nhẹ nhàng, quan tâm, chỉ dẫn nhiệt tình. và cả chăm sóc sau phẫu thuật rất là …"
"Bệnh viện rất sạch sẽ
Các bác sĩ, y tá chu đáo
Đến cả những bác lao công cũng cực kỳ chu đáo và cẩn thận luôn",Bệnh viện Đa khoa Hòe Nhai 2,5 sao,"4,2",Tốt,"bệnh viện rất sạch sẽ
các bác sĩ, y tá chu đáo
đến cả những bác lao công cũng cực kỳ chu đáo và cẩn thận luôn"
"Tôi nằm viện 1 tuần từ 21.03. đến 27.03.2024 tại cơ sở 2 bệnh viện Hoè Nhai. Tôi rất cám ơn tất cả các y, bác sĩ cũng như y tá và những người giúp việc rất tận tình chu đáo chăm sóc. Phòng ở rất sạch sẽ, nấu ăn rất ngon, rẻ và hợp khẩu vị.",Bệnh viện Đa khoa Hòe Nhai 2,5 sao,"4,2",Tốt,"tôi nằm viện 1 tuần từ 21.03. đến 27.03.2024 tại cơ sở 2 bệnh viện hoè nhai. tôi rất cám ơn tất cả các y, bác sĩ cũng như y tá và những người giúp việc rất tận tình chu đáo chăm sóc. phòng ở rất sạch sẽ, nấu ăn rất ngon, rẻ và hợp khẩu vị."
"Chưa thấy bệnh viện nào dịch vụ lại tồi tệ đến vậy, từ  bảo vệ trông xe cho đến nhân viên bán thuốc.
mới hỏi là” Anh ơi, cho em hỏi chỗ mua…” …",Bệnh viện đa Khoa Y Học Cổ Truyền Hà Nội,1 sao,"4,1",Tệ,"chưa thấy bệnh viện nào dịch vụ lại tồi tệ đến vậy, từ  bảo vệ trông xe cho đến nhân viên bán thuốc.
mới hỏi là” anh ơi, cho em hỏi chỗ mua…” …"
Bệnh viện để giờ làm việc là 13:30 chiều nhưng 13:55 vẫn chưa thấy ai. Mặc kệ bệnh nhân lấy số ngồi chờ làm thủ tục đăng ký khám,Bệnh viện đa Khoa Y Học Cổ Truyền Hà Nội,1 sao,"4,1",Tệ,bệnh viện để giờ làm việc là 13:30 chiều nhưng 13:55 vẫn chưa thấy ai. mặc kệ bệnh nhân lấy số ngồi chờ làm thủ tục đăng ký khám
"Riêng phòng lấy máu, Nhân sự tóc ngắn như đàn ông rất thái độ vs bệnh nhân, lớn tiếng vs bệnh nhân. Địa chỉ trên thẻ và tôi ghi trên sổ có khác nhau, 1 là nơi ở cũ. Vậy mà ns đó cứ nhau nhảu vào mặt tôi, đây, địa chỉ của chị ở .... đây, quê …",Bệnh viện đa Khoa Y Học Cổ Truyền Hà Nội,1 sao,"4,1",Tệ,"riêng phòng lấy máu, nhân sự tóc ngắn như đàn ông rất thái độ vs bệnh nhân, lớn tiếng vs bệnh nhân. địa chỉ trên thẻ và tôi ghi trên sổ có khác nhau, 1 là nơi ở cũ. vậy mà ns đó cứ nhau nhảu vào mặt tôi, đây, địa chỉ của chị ở .... đây, quê …"
"Trang thiết bị hiện đại.
Đội ngũ y bác sỹ giàu kinh nghiệm
Phục vụ tốt. …",TCI Hospital - Bệnh Viện Đa Khoa Quốc Tế Thu Cúc,5 sao,"4,4",Tốt,"trang thiết bị hiện đại.
đội ngũ y bác sỹ giàu kinh nghiệm
phục vụ tốt. …"
"Nay mình đi khám thai 22w. Bệnh viện rất sạch sẽ. Dịch vụ khám thai rất tốt, mình được các bạn hướng dẫn nhiệt tình, chứ đáo",TCI Hospital - Bệnh Viện Đa Khoa Quốc Tế Thu Cúc,5 sao,"4,4",Tốt,"nay mình đi khám thai 22w. bệnh viện rất sạch sẽ. dịch vụ khám thai rất tốt, mình được các bạn hướng dẫn nhiệt tình, chứ đáo"
"Đăng kí gói thai 36w và đã có trải nghiệm hài lòng với dịch vụ khám thai nhiệt tình, chu đáo.",TCI Hospital - Bệnh Viện Đa Khoa Quốc Tế Thu Cúc,5 sao,"4,4",Tốt,"đăng kí gói thai 36w và đã có trải nghiệm hài lòng với dịch vụ khám thai nhiệt tình, chu đáo."
"Bệnh viện Ung bướu Hà Nội - Nơi gửi gắm niềm tin và hy vọng, các bác sỹ tư vấn tận tình cho người bệnh phác đồ điều trị tốt nhất, bệnh viện tuy hơi nhỏ nhưng khang trang, sạch sẽ, bệnh nhân lúc nào cũng đông, đỗ ô tô tính theo giờ, bãi đỗ …",Bệnh Viện Ung Bướu Hà Nội,5 sao,"3,7",Tốt,"bệnh viện ung bướu hà nội - nơi gửi gắm niềm tin và hy vọng, các bác sỹ tư vấn tận tình cho người bệnh phác đồ điều trị tốt nhất, bệnh viện tuyến hơi nhỏ nhưng khang trang, sạch sẽ, bệnh nhân lúc nào cũng đông, đỗ ô tô tính theo dõi giờ, bãi đỗ …"
"Cơ quan hay khám bệnh định kỳ ở đây , thấy khá ổn. Cơ sở vật chất ok.
Khi khám cho doanh nghiệp, nên xem xét chia siêu âm nam, nữ riêng phòng, vì nữ làm lâu hơn nam. Siêu âm hết cho nam xong thì sẽ làm nữ toàn bộ, sẽ đảm bảo nhanh hơn, ít người phải chờ hơn.",Bệnh Viện Ung Bướu Hà Nội,5 sao,"3,7",Tốt,"cơ quan hay khám bệnh định kỳ ở đây , thấy khá ổn. cơ sở vật chất được.
khi khám cho doanh nghiệp, nên xem xét chia siêu âm nam, nữ riêng phòng, vì nữ làm lâu hơn nam. siêu âm hết cho nam xong thì sẽ làm nữ toàn bộ, sẽ đảm bảo nhanh hơn, ít người phải chờ hơn."
"Thái độ lễ tân không tôn trọng bệnh nhân, hướng dẫn kiểu lấc cấc cụt ngủn hách dịch. Người ta mới vào chứ có phải nhân viên ở đấy đâu mà ăn nói như bệnh nhân phải auto biết vị trí phòng khám hay thủ tục ở đó vậy",Bệnh Viện Ung Bướu Hà Nội,1 sao,"3,7",Tệ,"thái độ lễ tân không tôn trọng bệnh nhân, hướng dẫn kiểu lấc cấc cục ngủn hách dịch. người ta mới vào chứ có phải nhân viên ở đấy đâu mà ăn nói như bệnh nhân phải tự độngbiết vị trí phòng khám hay thủ tục ở đó vậy"
"Nói thật mình k bước chân vào lần 2, Thủ tục thì dờm dà, từ phòng này đến phòng kia, đội ngũ nhân viên thì thái độ với bệnh nhân, bị đau bụng, trào ngược  dạ dày đi khám thì chả kết luận ra bệnh gì lại còn phải hẹn 7 ngày sau mới lấy được kết quả",Bệnh Viện Ung Bướu Hà Nội,1 sao,"3,7",Tệ,"nói thật mình không bước chân vào lần 2, thủ tục thì dờm dà, từ phòng này đến phòng kia, đội ngũ nhân viên thì thái độ với bệnh nhân, bị đau bụng, trào ngược  dạ dày đi khám thì chả kết luận ra bệnh gì lại còn phải hẹn 7 ngày sau mới lấy được kết quả"
"Mình đưa bố đi chụp PET CT mà thái độ con bé lễ tân quá tồi, nó đưa giấy yêu cầu mình kí xác nhận mà không đưa bút cho minh, mình với tay lấy bút ngay đầu bàn nó để kí và còn nói với cho mình mượn cái bút, nó không nghe rồi còn quay ra giáo …",Bệnh Viện Ung Bướu Hà Nội,1 sao,"3,7",Tệ,"mình đưa bố đi chụp pet chữa trị mà thái độ con bé lễ tân quá tồi, nó đưa giấy yêu cầu mình kí xác nhận mà không đưa bút cho minh, mình với tay lấy bút ngay đầu bàn nó để kí và còn nói với cho mình mượn cái bút, nó không nghe rồi còn quay ra giáo …"
"Bệnh viện sạch sẽ, chuyên nghiệp. Nếu không đến sớm lấy số thì cần chờ khoảng 1-1.5 tiếng là đến lượt.",Bệnh Viện Ung Bướu Hà Nội,5 sao,"3,7",Tốt,"bệnh viện sạch sẽ, chuyên nghiệp. nếu không đến sớm lấy số thì cần chờ khoảng 1-1.5 tiếng là đến lượt."
"Dịch vụ quá tốt,sẽ giới thiệu bạn bè và ng thân",Bệnh Viện Ung Bướu Hà Nội,5 sao,"3,7",Tốt,"dịch vụ quá tốt,sẽ giới thiệu bạn bè và người thân"
"Nhân viên từ lễ tân đến y tá thái độ lấc cấc. Không hỗ trợ bệnh nhân. Nói chuyện mà vừa cầm điện thoại, chân thì rung đùi. Không chấp nhận được",Bệnh Viện Ung Bướu Hà Nội,1 sao,"3,7",Tệ,"nhân viên từ lễ tân đến y tá thái độ lấc cấc. không hỗ trợ bệnh nhân. nói chuyện mà vừa cầm điện thoại, chân thì rung đùi. không chấp nhận được"
"Mình thấy ở BV UB này tất cả đều nhanh gọn. Từ các chị hướng dẫn , điều dưỡng và y tá đều nhẹ nhàng nhiệt tình. Mình khám và đtri cho bố mình bên khu nhà H. Cơ sở hạ tầng sạch sẽ. 💓 …",Bệnh Viện Ung Bướu Hà Nội,5 sao,"3,7",Tốt,"mình thấy ở bệnh viện ub này tất cả đều nhanh gọn. từ các chị hướng dẫn , điều dưỡng và y tá đều nhẹ nhàng nhiệt tình. mình khám và đtri cho bố mình bên khu nhà giờ. cơ sở hạ tầng sạch sẽ. 💓 …"
"Bệnh viện sạch sẽ, hành lang đều có điều hoà mát mẻ. Đi vào đầu tuần thì rất đông. May mắn là gia đình mình đi hôm t6, thấy mn bảo là ít hơn bt nhưng m thấy cũng khá đông. Đoạn đường từ cổng vào khu khám yc của bv khá xa.",Bệnh Viện Ung Bướu Hà Nội,5 sao,"3,7",Tốt,"bệnh viện sạch sẽ, hành lang đều có điều hoà mát mẻ. đi vào đầu tuần thì rất đông. máy mắn là gia đình mình đi hôm t6, thấy mọi người bảo là ít hơn biết nhưng mình thấy cũng khá đông. đoạn đường từ cổng vào khu khám yc của bệnh viện khá xa."
"Hài lòng hơn mong đợi khi đi khám nhanh chóng và được các bác sĩ hỗ trợ, hướng dẫn, chẩn bệnh và kê thuốc rất nhiệt tình. Mình khám vào thứ 2 cũng không quá tải, đông vừa phải 🌷 …",Bệnh Viện 19 - 8 Bộ Công An,5 sao,"3,4",Tốt,"hài lòng hơn mong đợi khi đi khám nhanh chóng và được các bác sĩ hỗ trợ, hướng dẫn, chẩn bệnh và kê thuốc rất nhiệt tình. mình khám vào thứ 2 cũng không quá tải, đông vừa phải 🌷 …"
"Cảm ơn bạn Hướng dẫn tổ Công tác xã hội ( mặc như tiếp viên hàng không) đã rất chu đáo sáng tạo khi giao tiếp,  vì tuần vừa rồi tôi có vào viện mổ thanh quản nên không nói được, muốn hỏi thủ tục nhưng phát ngôn khó khăn. Rất vui được  bạn …",Bệnh Viện 19 - 8 Bộ Công An,5 sao,"3,4",Tốt,"cảm ơn bạn hướng dẫn tổ công tác xã hội ( mặc như tiếp viên hàng không) đã rất chu đáo sáng tạo khi giao tiếp,  vì tuần vừa rồi tôi có vào viện phẫu thuật thanh quản nên không nói được, muốn hỏi thủ tục nhưng phát ngôn khó khăn. rất vui được  bạn …"
Bệnh viện như… phải có tiền thì với làm cho hẳn hoi không thì lơ luôn bệnh nhân cần các phóng viên cũng như nhà nước vào cuộc không thể chấp nhận với bệnh viện như này khi nằm giữa thủ đô đc,Bệnh Viện 19 - 8 Bộ Công An,1 sao,"3,4",Tệ,bệnh viện như… phải có tiền thì với làm cho hẳn hơi không thì lơ luôn bệnh nhân cần các phóng viên cũng như nhà nước vào cuộc không thể chấp nhận với bệnh viện như này khi nằm giữa thủ đô được
"Bệnh viện hàng đầu về chuyên khoa Lao- bệnh Phổi tuy nhiên, cơ chế của BV nhà nước trói buộc nâng cao chất lượng dịch vụ để cung cấp hoạt động khám, chữa bệnh. Đội ngũ y tá, trợ lý thái độ còn gắt gỏng khi quá tải bệnh nhân",Bệnh viện phổi TW (cổng 2),4 sao,"3,5",Tốt,"bệnh viện hàng đầu về chuyên khoa lao- bệnh phổi tuyến nhiên, cơ chế của bệnh viện nhà nước trói buộc nâng cao huyết áp chất lượng dịch vụ để cung cấp hoạt động khám, chữa bệnh. đội ngũ y tá, trợ lý thái độ còn gắt gỏng khi quá tải bệnh nhân"
"Mọi thứ công khai , minh bạch cho dân đc biết ntn là tốt",Bệnh viện phổi TW (cổng 2),4 sao,"3,5",Tốt,"mọi thứ công khai , minh bạch cho dân được biết nội trang là tốt"
"Nhân viên phòng lấy máu tầng 2 toà S8 chắc bị câm hết :) bệnh nhân hỏi nộp giấy tờ ở đâu 3 4 lần quay sang liếc cái chứ k thèm trả lời :)) lúc quát thì quát BN xơi xơi, k hiểu nhân viên y tế kiểu gì mà lại như vậy. Khu thanh toán lộn xộn.",Bệnh viện phổi TW (cổng 2),1 sao,"3,5",Tệ,"nhân viên phòng lấy máu tầng 2 toà s8 chắc bị câm hết :) bệnh nhân hỏi nộp giấy tờ ở đâu 3 4 lần quay sang liếc cái chứ không thèm trả lời :)) lúc quát thì quát bệnh nhân xơi xơi, không hiểu nhân viên y tế kiểu gì mà lại như vậyậy. khu thanh toán lộn xộn."
"Hiện đại, sạch sẽ, quy củ 🤩 …",Bệnh viện phổi TW (cổng 2),5 sao,"3,5",Tốt,"hiện đại, sạch sẽ, quy củ 🤩 …"
Tốt,Bệnh viện phổi TW (cổng 2),5 sao,"3,5",Tốt,tốt
Bác Bảo vệ người miền trung rất nhiêt tình,Bệnh viện phổi TW (cổng 2),5 sao,"3,5",Tốt,bác bảo vệ người miền trung rất nhiêt tình
Tốt,Bệnh viện phổi TW (cổng 2),5 sao,"3,5",Tốt,tốt
